season,team,rpi
2009,Clemson ,0.616
2009,Siena ,0.616
2009,Syracuse ,0.615
2009,Illinois ,0.614
2009,BYU ,0.612
2009,Dayton ,0.610
2009,Tennessee ,0.609
2009,Gonzaga ,0.608
2009,Oklahoma St ,0.607
2009,Utah State ,0.605
2009,W Virginia ,0.604
2009,Marquette ,0.604
2009,Texas A&M ,0.604
2009,UCLA ,0.603
2009,Arizona St ,0.598
2009,California ,0.598
2009,Purdue ,0.598
2009,Ohio State ,0.596
2009,LSU ,0.595
2009,Texas ,0.594
2009,Wisconsin ,0.593
2009,Creighton ,0.592
2009,Temple ,0.591
2009,Minnesota ,0.591
2009,Michigan ,0.589
2009,UAB ,0.587
2009,San Diego St ,0.584
2009,St Marys ,0.582
2009,W Kentucky ,0.581
2009,Georgetown ,0.581
2009,Florida ,0.581
2009,VCU ,0.580
2009,Illinois St ,0.579
2009,Miami (FL) ,0.577
2009,Geo Mason ,0.577
2009,S Carolina ,0.577
2009,Niagara ,0.576
2009,Arizona ,0.576
2009,N Iowa ,0.575
2009,UNLV ,0.575
2009,Boston Col ,0.574
2009,New Mexico ,0.574
2009,USC ,0.572
2009,Tulsa ,0.571
2009,VA Tech ,0.569
2009,Penn State ,0.569
2009,Rhode Island ,0.568
2009,Cleveland St ,0.568
2009,Auburn ,0.568
2009,Maryland ,0.567
2009,Davidson ,0.565
2009,Nebraska ,0.563
2009,Northwestern ,0.562
2009,Providence ,0.562
2009,Baylor ,0.560
2009,Notre Dame ,0.560
2009,WI-Grn Bay ,0.560
2009,Cincinnati ,0.559
2009,Kansas St ,0.557
2009,Miami (OH) ,0.555
2009,Miss State ,0.554
2009,TX El Paso ,0.554
2009,American ,0.553
2009,Kentucky ,0.553
2009,Mississippi ,0.552
2009,Nevada ,0.551
2009,Vanderbilt ,0.546
2009,Wash State ,0.545
2009,Duquesne ,0.545
2009,Weber State ,0.544
2009,Ste F Austin ,0.543
2009,Binghamton ,0.543
2009,Northeastrn ,0.542
2009,Evansville ,0.541
2009,AR Lit Rock ,0.540
2009,N Dakota St ,0.540
2009,Wright State ,0.539
2009,Bradley ,0.539
2009,Houston ,0.539
2009,Fairfield ,0.539
2009,Buffalo ,0.538
2009,Seton Hall ,0.538
2009,St Josephs ,0.538
2009,Hofstra ,0.537
2009,Vermont ,0.537
2009,Boise State ,0.536
2009,Stanford ,0.535
2009,NC State ,0.535
2009,Col Charlestn ,0.534
2009,Old Dominion ,0.534
2009,La Salle ,0.534
2009,Virginia ,0.533
2009,Alabama ,0.529
2009,Iowa ,0.529
2009,Wyoming ,0.528
2009,Mt St Marys ,0.527
2009,Cornell ,0.526
2009,Oakland ,0.526
2009,Rob Morris ,0.526
2009,E Tenn St ,0.525
2009,Portland ,0.523
2009,Akron ,0.523
2009,Idaho ,0.522
2009,Portland St ,0.522
2009,N Mex State ,0.522
2009,North Texas ,0.521
2009,Belmont ,0.519
2009,Rider ,0.519
2009,Radford ,0.518
2009,Saint Louis ,0.516
2009,Texas Tech ,0.516
2009,Richmond ,0.515
2009,VA Military ,0.515
2009,Drexel ,0.515
2009,Troy ,0.514
2009,WI-Milwkee ,0.513
2009,Kent State ,0.513
2009,James Mad ,0.512
2009,St Johns ,0.512
2009,Morgan St ,0.511
2009,Marshall ,0.511
2009,Sam Hous St ,0.511
2009,TX A&M-CC ,0.511
2009,U Mass ,0.511
2009,Morehead St ,0.510
2009,Oregon St ,0.509
2009,TN Martin ,0.509
2009,S Illinois ,0.508
2009,Central FL ,0.508
2009,Oral Roberts ,0.507
2009,S Alabama ,0.507
2009,Lg Beach St ,0.507
2009,Jacksonville ,0.507
2009,Arkansas ,0.506
2009,Murray St ,0.506
2009,Cal St Nrdge ,0.506
2009,Austin Peay ,0.506
2009,Liberty ,0.506
2009,GA Tech ,0.505
2009,Wichita St ,0.504
2009,Drake ,0.504
2009,Iowa State ,0.503
2009,Pacific ,0.503
2009,Boston U ,0.503
2009,Nicholls St ,0.502
2009,Manhattan ,0.501
2009,TX Christian ,0.501
2009,Oregon ,0.500
2009,IL-Chicago ,0.499
2009,Bowling Grn ,0.499
2009,S Mississippi ,0.499
2009,Holy Cross ,0.498
2009,Wofford ,0.498
2009,Chattanooga ,0.498
2009,Maryland BC ,0.498
2009,Albany ,0.497
2009,Middle Tenn ,0.497
2009,Navy ,0.496
2009,Citadel ,0.494
2009,UCSB ,0.494
2009,E Kentucky ,0.494
2009,TX-Arlington ,0.493
2009,S Florida ,0.492
2009,Mercer ,0.491
2009,Montana ,0.489
2009,Ohio ,0.489
2009,Sacred Hrt ,0.489
2009,Jackson St ,0.488
2009,LA Tech ,0.487
2009,Rutgers ,0.487
2009,Georgia ,0.486
2009,W Carolina ,0.485
2009,San Jose St ,0.484
2009,Idaho State ,0.484
2009,UC Riverside ,0.484
2009,Santa Clara ,0.482
2009,Colorado St ,0.482
2009,Loyola-MD ,0.482
2009,St Bonavent ,0.482
2009,Stony Brook ,0.481
2009,San Diego ,0.481
2009,Alabama St ,0.481
2009,Geo Wshgtn ,0.479
2009,Tulane ,0.479
2009,Indiana St ,0.479
2009,CS Fullerton ,0.479
2009,N Hampshire ,0.478
2009,Charlotte ,0.478
2009,Canisius ,0.478
2009,NC-Asheville ,0.477
2009,DePaul ,0.476
2009,Indiana ,0.475
2009,Lamar ,0.475
2009,Missouri St ,0.475
2009,TX-San Ant ,0.474
2009,E Carolina ,0.472
2009,Iona ,0.471
2009,Presbyterian ,0.471
2009,Loyola-Chi ,0.471
2009,Florida Intl ,0.469
2009,Gard-Webb ,0.468
2009,Towson ,0.467
2009,Delaware ,0.467
2009,Montana St ,0.464
2009,Rice ,0.464
2009,Coppin State ,0.463
2009,Hawaii ,0.463
2009,Stetson ,0.463
2009,Denver ,0.462
2009,Lipscomb ,0.462
2009,IPFW ,0.462
2009,Colorado ,0.460
2009,UC Irvine ,0.460
2009,Yale ,0.460
2009,Central Conn ,0.460
2009,E Washingtn ,0.459
2009,Samford ,0.459
2009,Chicago St ,0.458
2009,Georgia St ,0.458
2009,Fresno St ,0.457
2009,Quinnipiac ,0.457
2009,LIU-Brooklyn ,0.456
2009,IUPUI ,0.456
2009,Youngs St ,0.455
2009,Arkansas St ,0.455
2009,San Fransco ,0.454
2009,Utah Val St ,0.453
2009,Harvard ,0.453
2009,Wm & Mary ,0.453
2009,Hampton ,0.453
2009,Beth-Cook ,0.452
2009,SE Louisiana ,0.452
2009,App State ,0.452
2009,Wagner ,0.451
2009,U Penn ,0.451
2009,Winthrop ,0.450
2009,St Peters ,0.450
2009,Ark Pine Bl ,0.449
2009,Lehigh ,0.449
2009,NC A&T ,0.448
2009,S Car State ,0.448
2009,Valparaiso ,0.447
2009,Marist ,0.447
2009,Savannah St ,0.447
2009,Campbell ,0.447
2009,S Utah ,0.443
2009,Jksnville St ,0.442
2009,S Methodist ,0.442
2009,LA Lafayette ,0.441
2009,TN State ,0.440
2009,Ball State ,0.440
2009,TN Tech ,0.439
2009,Texas State ,0.438
2009,Prairie View ,0.438
2009,UC Davis ,0.438
2009,N Colorado ,0.438
2009,NC-Wilmgton ,0.437
2009,Elon ,0.436
2009,Pepperdine ,0.436
2009,St Fran (NY) ,0.435
2009,Air Force ,0.435
2009,Colgate ,0.435
2009,New Orleans ,0.434
2009,Detroit ,0.434
2009,Army ,0.433
2009,S Dakota St ,0.433
2009,Maine ,0.429
2009,SC Upstate ,0.429
2009,E Illinois ,0.428
2009,LA Monroe ,0.427
2009,Columbia ,0.427
2009,Centenary ,0.426
2009,Princeton ,0.425
2009,Fordham ,0.425
2009,N Arizona ,0.424
2009,Delaware St ,0.422
2009,Bucknell ,0.422
2009,Central Mich ,0.422
2009,W Michigan ,0.422
2009,Hartford ,0.421
2009,GA Southern ,0.420
2009,Longwood ,0.420
2009,McNeese St ,0.420
2009,Coastal Car ,0.417
2009,CS Bakersfld ,0.416
2009,Bryant ,0.415
2009,Brown ,0.415
2009,Cal Poly ,0.414
2009,Houston Bap ,0.413
2009,Florida A&M ,0.412
2009,Lafayette ,0.412
2009,UMKC ,0.411
2009,Norfolk St ,0.411
2009,Fla Gulf Cst ,0.411
2009,Fla Atlantic ,0.408
2009,NW State ,0.405
2009,F Dickinson ,0.405
2009,Dartmouth ,0.403
2009,E Michigan ,0.403
2009,NC-Grnsboro ,0.401
2009,Toledo ,0.400
2009,Loyola Mymt ,0.400
2009,Central Ark ,0.399
2009,Wins-Salem ,0.399
2009,Monmouth ,0.398
2009,TX Southern ,0.396
2009,Charl South ,0.395
2009,N Florida ,0.395
2009,St Fran (PA) ,0.394
2009,High Point ,0.394
2009,W Illinois ,0.389
2009,Howard ,0.389
2009,N Illinois ,0.383
2009,Miss Val St ,0.380
2009,Furman ,0.379
2009,TX-Pan Am ,0.372
2009,Alab A&M ,0.372
2009,Southern ,0.366
2009,Kennesaw St ,0.364
2009,Maryland ES ,0.362
2009,SE Missouri ,0.358
2009,NC Central ,0.357
2009,Sac State ,0.353
2009,Grambling St ,0.351
2009,Alcorn State ,0.339
2009,NJIT ,0.313
2010,Kansas ,0.683
2010,Duke ,0.663
2010,Kentucky ,0.660
2010,Syracuse ,0.660
2010,W Virginia ,0.656
2010,Kansas St ,0.640
2010,New Mexico ,0.639
2010,Baylor ,0.637
2010,Villanova ,0.635
2010,Pittsburgh ,0.634
2010,Texas A&M ,0.631
2010,Purdue ,0.630
2010,Tennessee ,0.628
2010,Butler ,0.627
2010,Georgetown ,0.627
2010,Wisconsin ,0.625
2010,Temple ,0.624
2010,N Iowa ,0.623
2010,Maryland ,0.621
2010,California ,0.619
2010,Xavier ,0.618
2010,Vanderbilt ,0.618
2010,BYU ,0.617
2010,Michigan St ,0.612
2010,Richmond ,0.611
2010,Texas ,0.610
2010,Clemson ,0.608
2010,Oklahoma St ,0.608
2010,Ohio State ,0.607
2010,Old Dominion ,0.606
2010,Utah State ,0.605
2010,Louisville ,0.605
2010,Wake Forest ,0.604
2010,Siena ,0.602
2010,Florida St ,0.600
2010,San Diego St ,0.600
2010,Gonzaga ,0.599
2010,St Marys ,0.596
2010,Missouri ,0.596
2010,TX El Paso ,0.594
2010,UAB ,0.593
2010,Rhode Island ,0.593
2010,Kent State ,0.592
2010,GA Tech ,0.589
2010,Wichita St ,0.589
2010,Cornell ,0.585
2010,UNLV ,0.585
2010,Memphis ,0.583
2010,VA Tech ,0.582
2010,Washington ,0.582
2010,Dayton ,0.582
2010,Oakland ,0.581
2010,Florida ,0.581
2010,Arizona St ,0.579
2010,Seton Hall ,0.579
2010,Mississippi ,0.577
2010,Notre Dame ,0.576
2010,Marquette ,0.575
2010,Murray St ,0.575
2010,Wm & Mary ,0.575
2010,Connecticut ,0.571
2010,Marshall ,0.570
2010,Cincinnati ,0.569
2010,Nevada ,0.569
2010,VCU ,0.569
2010,S Florida ,0.568
2010,N Mex State ,0.568
2010,St Johns ,0.566
2010,Wofford ,0.565
2010,Miss State ,0.565
2010,Tulsa ,0.565
2010,Texas Tech ,0.562
2010,Northeastrn ,0.561
2010,Illinois ,0.560
2010,Illinois St ,0.559
2010,Minnesota ,0.557
2010,Weber State ,0.556
2010,Charlotte ,0.556
2010,LA Tech ,0.555
2010,Sam Hous St ,0.554
2010,Portland ,0.554
2010,Fairfield ,0.554
2010,Wright State ,0.552
2010,S Carolina ,0.552
2010,Saint Louis ,0.552
2010,N Carolina ,0.551
2010,Arizona ,0.551
2010,IUPUI ,0.550
2010,Morehead St ,0.549
2010,Iona ,0.548
2010,Missouri St ,0.548
2010,Indiana St ,0.547
2010,Col Charlestn ,0.545
2010,Akron ,0.544
2010,Harvard ,0.539
2010,App State ,0.539
2010,Buffalo ,0.538
2010,North Texas ,0.537
2010,Alabama ,0.536
2010,Bradley ,0.536
2010,UCSB ,0.536
2010,Montana ,0.535
2010,Boston Col ,0.535
2010,Georgia ,0.535
2010,Morgan St ,0.534
2010,Colorado ,0.534
2010,NC State ,0.534
2010,Duquesne ,0.533
2010,WI-Grn Bay ,0.532
2010,Oklahoma ,0.531
2010,USC ,0.531
2010,Colorado St ,0.529
2010,Iowa State ,0.529
2010,Ohio ,0.528
2010,Creighton ,0.528
2010,Troy ,0.527
2010,Northwestern ,0.527
2010,W Carolina ,0.526
2010,Miami (FL) ,0.526
2010,N Colorado ,0.526
2010,Pacific ,0.526
2010,E Tenn St ,0.526
2010,Oral Roberts ,0.525
2010,Lg Beach St ,0.524
2010,WI-Milwkee ,0.524
2010,Vermont ,0.522
2010,Providence ,0.520
2010,Princeton ,0.520
2010,Niagara ,0.520
2010,S Mississippi ,0.520
2010,Quinnipiac ,0.520
2010,Michigan ,0.520
2010,Virginia ,0.519
2010,Coastal Car ,0.519
2010,W Kentucky ,0.519
2010,Jacksonville ,0.517
2010,Auburn ,0.517
2010,Geo Wshgtn ,0.516
2010,Stony Brook ,0.516
2010,Rider ,0.516
2010,Boston U ,0.516
2010,Rob Morris ,0.516
2010,Belmont ,0.516
2010,E Kentucky ,0.516
2010,Arkansas ,0.515
2010,Drexel ,0.515
2010,Oregon ,0.515
2010,UCLA ,0.514
2010,Miami (OH) ,0.514
2010,Maine ,0.513
2010,Hofstra ,0.512
2010,W Michigan ,0.512
2010,Wash State ,0.511
2010,Nebraska ,0.510
2010,Utah ,0.510
2010,St Bonavent ,0.509
2010,Rutgers ,0.509
2010,Geo Mason ,0.509
2010,Lehigh ,0.509
2010,Houston ,0.507
2010,Winthrop ,0.507
2010,Ste F Austin ,0.506
2010,U Mass ,0.506
2010,Austin Peay ,0.506
2010,Denver ,0.505
2010,Cleveland St ,0.504
2010,Detroit ,0.503
2010,Idaho ,0.503
2010,E Illinois ,0.503
2010,Radford ,0.503
2010,San Jose St ,0.503
2010,S Illinois ,0.502
2010,Mt St Marys ,0.502
2010,La Salle ,0.501
2010,Loyola Mymt ,0.500
2010,Stanford ,0.499
2010,TX A&M-CC ,0.499
2010,Davidson ,0.498
2010,St Josephs ,0.498
2010,St Peters ,0.497
2010,Valparaiso ,0.497
2010,Middle Tenn ,0.497
2010,Campbell ,0.497
2010,Drake ,0.497
2010,TX-San Ant ,0.495
2010,Oregon St ,0.494
2010,Fresno St ,0.493
2010,Bowling Grn ,0.492
2010,Jackson St ,0.490
2010,Central Mich ,0.490
2010,Seattle ,0.489
2010,Penn State ,0.489
2010,TX Christian ,0.489
2010,Ark Pine Bl ,0.488
2010,Central FL ,0.487
2010,SE Louisiana ,0.486
2010,TN Tech ,0.483
2010,Iowa ,0.483
2010,Citadel ,0.483
2010,Arkansas St ,0.482
2010,S Methodist ,0.481
2010,CS Fullerton ,0.481
2010,Montana St ,0.480
2010,Canisius ,0.479
2010,N Arizona ,0.479
2010,Boise State ,0.479
2010,E Michigan ,0.478
2010,San Fransco ,0.478
2010,Lipscomb ,0.477
2010,DePaul ,0.477
2010,Lafayette ,0.474
2010,Indiana ,0.473
2010,S Alabama ,0.472
2010,Loyola-Chi ,0.472
2010,Wyoming ,0.471
2010,Fla Atlantic ,0.471
2010,Ball State ,0.470
2010,South Dakota ,0.470
2010,NC-Asheville ,0.470
2010,Loyola-MD ,0.470
2010,Delaware St ,0.469
2010,LSU ,0.469
2010,Portland St ,0.469
2010,Mercer ,0.467
2010,IPFW ,0.467
2010,Manhattan ,0.464
2010,E Carolina ,0.463
2010,Binghamton ,0.462
2010,San Diego ,0.460
2010,Liberty ,0.459
2010,Texas State ,0.458
2010,TX-Arlington ,0.458
2010,N Florida ,0.458
2010,TX Southern ,0.457
2010,Santa Clara ,0.457
2010,NC-Wilmgton ,0.457
2010,S Dakota St ,0.456
2010,Delaware ,0.455
2010,Chattanooga ,0.455
2010,LIU-Brooklyn ,0.454
2010,James Mad ,0.454
2010,S Car State ,0.454
2010,N Hampshire ,0.454
2010,Cal St Nrdge ,0.452
2010,LA Lafayette ,0.451
2010,NC-Grnsboro ,0.450
2010,Army ,0.450
2010,Georgia St ,0.449
2010,Hawaii ,0.448
2010,Evansville ,0.448
2010,Columbia ,0.448
2010,Air Force ,0.446
2010,UC Davis ,0.446
2010,Brown ,0.445
2010,High Point ,0.445
2010,Beth-Cook ,0.443
2010,UC Riverside ,0.443
2010,TN State ,0.442
2010,Cal Poly ,0.442
2010,Bucknell ,0.442
2010,Norfolk St ,0.442
2010,Samford ,0.441
2010,Yale ,0.440
2010,N Illinois ,0.440
2010,Navy ,0.439
2010,Towson ,0.438
2010,Sacred Hrt ,0.437
2010,N Dakota St ,0.437
2010,UC Irvine ,0.436
2010,Elon ,0.435
2010,Prairie View ,0.434
2010,Holy Cross ,0.434
2010,Youngs St ,0.433
2010,F Dickinson ,0.433
2010,E Washingtn ,0.432
2010,LA Monroe ,0.432
2010,Tulane ,0.431
2010,Furman ,0.430
2010,Alabama St ,0.429
2010,W Illinois ,0.429
2010,UMKC ,0.429
2010,GA Southern ,0.428
2010,Nicholls St ,0.428
2010,Charl South ,0.428
2010,Kennesaw St ,0.427
2010,Longwood ,0.427
2010,Monmouth ,0.425
2010,St Fran (PA) ,0.425
2010,Colgate ,0.424
2010,IL-Chicago ,0.424
2010,Hampton ,0.423
2010,Lamar ,0.422
2010,Wins-Salem ,0.422
2010,St Fran (NY) ,0.421
2010,American ,0.419
2010,Florida Intl ,0.418
2010,Sac State ,0.417
2010,Jksnville St ,0.416
2010,Hartford ,0.416
2010,U Penn ,0.414
2010,Fordham ,0.414
2010,Albany ,0.414
2010,AR Lit Rock ,0.414
2010,Idaho State ,0.413
2010,Pepperdine ,0.412
2010,SC Upstate ,0.411
2010,NC A&T ,0.411
2010,Maryland ES ,0.411
2010,VA Military ,0.410
2010,Central Conn ,0.408
2010,SE Missouri ,0.405
2010,Rice ,0.405
2010,McNeese St ,0.405
2010,Centenary ,0.404
2010,NW State ,0.403
2010,CS Bakersfld ,0.401
2010,Savannah St ,0.401
2010,Gard-Webb ,0.399
2010,Central Ark ,0.396
2010,Fla Gulf Cst ,0.396
2010,Florida A&M ,0.395
2010,SIU Edward ,0.395
2010,Toledo ,0.393
2010,New Orleans ,0.392
2010,Stetson ,0.391
2010,Miss Val St ,0.391
2010,S Utah ,0.390
2010,Presbyterian ,0.387
2010,Howard ,0.385
2010,Alab A&M ,0.384
2010,Houston Bap ,0.382
2010,Wagner ,0.382
2010,Maryland BC ,0.381
2010,Dartmouth ,0.379
2010,Marist ,0.379
2010,Coppin State ,0.370
2010,TX-Pan Am ,0.367
2010,North Dakota ,0.366
2010,TN Martin ,0.365
2010,Utah Val St ,0.357
2010,NJIT ,0.354
2010,Grambling St ,0.350
2010,Southern ,0.348
2010,Chicago St ,0.346
2010,Bryant ,0.345
2010,NC Central ,0.342
2010,Alcorn State ,0.341
2011,Kansas ,0.676
2011,Ohio State ,0.672
2011,San Diego St ,0.659
2011,BYU ,0.658
2011,Duke ,0.656
2011,N Carolina ,0.648
2011,Pittsburgh ,0.645
2011,Purdue ,0.645
2011,Notre Dame ,0.645
2011,Florida ,0.644
2011,Kentucky ,0.637
2011,Georgetown ,0.635
2011,Wisconsin ,0.634
2011,Texas ,0.633
2011,Arizona ,0.624
2011,Kansas St ,0.623
2011,Utah State ,0.622
2011,Syracuse ,0.620
2011,W Virginia ,0.619
2011,Xavier ,0.619
2011,Louisville ,0.618
2011,Old Dominion ,0.617
2011,St Johns ,0.617
2011,Connecticut ,0.616
2011,UNLV ,0.610
2011,Geo Mason ,0.609
2011,Vanderbilt ,0.609
2011,Temple ,0.603
2011,UAB ,0.603
2011,Texas A&M ,0.601
2011,Cincinnati ,0.595
2011,Missouri ,0.594
2011,UCLA ,0.593
2011,Harvard ,0.593
2011,Butler ,0.592
2011,Tennessee ,0.591
2011,Villanova ,0.589
2011,Illinois ,0.588
2011,Memphis ,0.587
2011,Georgia ,0.587
2011,Missouri St ,0.585
2011,Colorado St ,0.584
2011,Cleveland St ,0.584
2011,Oakland ,0.581
2011,Florida St ,0.581
2011,Washington ,0.581
2011,Boston Col ,0.580
2011,St Marys ,0.579
2011,Princeton ,0.578
2011,Michigan St ,0.577
2011,Marshall ,0.576
2011,VCU ,0.576
2011,Belmont ,0.575
2011,S Mississippi ,0.575
2011,Penn State ,0.574
2011,Michigan ,0.574
2011,Marquette ,0.573
2011,Richmond ,0.572
2011,Gonzaga ,0.572
2011,Wichita St ,0.572
2011,Clemson ,0.572
2011,Oklahoma St ,0.571
2011,TX El Paso ,0.570
2011,VA Tech ,0.565
2011,California ,0.565
2011,Colorado ,0.561
2011,Valparaiso ,0.561
2011,Central FL ,0.561
2011,USC ,0.561
2011,Col Charlestn ,0.561
2011,New Mexico ,0.560
2011,Drexel ,0.559
2011,Minnesota ,0.559
2011,Iona ,0.559
2011,Wash State ,0.559
2011,LIU-Brooklyn ,0.559
2011,Miami (FL) ,0.558
2011,Morehead St ,0.557
2011,Mississippi ,0.555
2011,Bucknell ,0.555
2011,Alabama ,0.554
2011,Tulsa ,0.554
2011,Dayton ,0.554
2011,Indiana St ,0.554
2011,Kent State ,0.553
2011,Hofstra ,0.552
2011,Nebraska ,0.552
2011,James Mad ,0.551
2011,Lg Beach St ,0.550
2011,Northwestern ,0.548
2011,Baylor ,0.547
2011,E Tenn St ,0.546
2011,Duquesne ,0.544
2011,WI-Milwkee ,0.544
2011,St Peters ,0.543
2011,Fairfield ,0.543
2011,N Colorado ,0.542
2011,Seton Hall ,0.541
2011,Rhode Island ,0.540
2011,Miami (OH) ,0.540
2011,Rob Morris ,0.540
2011,Vermont ,0.540
2011,E Carolina ,0.540
2011,Montana ,0.538
2011,Air Force ,0.538
2011,Maryland ,0.538
2011,Coastal Car ,0.537
2011,Rider ,0.536
2011,Portland ,0.536
2011,N Iowa ,0.533
2011,Wofford ,0.533
2011,Fla Atlantic ,0.532
2011,Arkansas ,0.531
2011,Murray St ,0.530
2011,Miss State ,0.530
2011,Furman ,0.530
2011,NC State ,0.529
2011,IUPUI ,0.528
2011,San Fransco ,0.527
2011,Boise State ,0.527
2011,Utah ,0.526
2011,St Bonavent ,0.526
2011,Oklahoma ,0.526
2011,Rutgers ,0.524
2011,Idaho ,0.523
2011,Wright State ,0.522
2011,Creighton ,0.521
2011,Oral Roberts ,0.521
2011,S Carolina ,0.520
2011,Austin Peay ,0.520
2011,Akron ,0.519
2011,American ,0.519
2011,Lipscomb ,0.519
2011,Virginia ,0.518
2011,North Texas ,0.517
2011,Iowa State ,0.516
2011,Boston U ,0.515
2011,N Mex State ,0.515
2011,Evansville ,0.514
2011,Delaware ,0.512
2011,Jacksonville ,0.511
2011,Detroit ,0.511
2011,Quinnipiac ,0.510
2011,Geo Wshgtn ,0.509
2011,Oregon ,0.508
2011,NC-Asheville ,0.508
2011,Central Conn ,0.507
2011,U Mass ,0.506
2011,N Florida ,0.506
2011,S Florida ,0.506
2011,Providence ,0.505
2011,Stanford ,0.504
2011,Hawaii ,0.504
2011,Yale ,0.504
2011,Weber State ,0.503
2011,McNeese St ,0.503
2011,Arizona St ,0.502
2011,Ohio ,0.502
2011,Santa Clara ,0.501
2011,Buffalo ,0.500
2011,N Arizona ,0.500
2011,Texas Tech ,0.500
2011,GA Tech ,0.499
2011,Hampton ,0.498
2011,Sam Hous St ,0.498
2011,San Jose St ,0.497
2011,La Salle ,0.497
2011,W Carolina ,0.496
2011,Saint Louis ,0.496
2011,St Josephs ,0.496
2011,Wagner ,0.496
2011,WI-Grn Bay ,0.495
2011,Iowa ,0.495
2011,TX Southern ,0.495
2011,Ball State ,0.493
2011,U Penn ,0.493
2011,IPFW ,0.493
2011,Northeastrn ,0.493
2011,Loyola-MD ,0.492
2011,Indiana ,0.492
2011,W Michigan ,0.491
2011,Canisius ,0.491
2011,Arkansas St ,0.491
2011,Pacific ,0.491
2011,Nevada ,0.491
2011,Davidson ,0.491
2011,Rice ,0.490
2011,S Dakota St ,0.490
2011,Columbia ,0.490
2011,Liberty ,0.490
2011,TN Tech ,0.488
2011,AR Lit Rock ,0.488
2011,Beth-Cook ,0.487
2011,UCSB ,0.487
2011,App State ,0.486
2011,Cal Poly ,0.485
2011,W Kentucky ,0.484
2011,Loyola-Chi ,0.483
2011,Chattanooga ,0.482
2011,VA Military ,0.478
2011,Siena ,0.478
2011,Fresno St ,0.478
2011,Presbyterian ,0.477
2011,S Methodist ,0.476
2011,Lehigh ,0.476
2011,S Illinois ,0.475
2011,Cornell ,0.475
2011,TX Christian ,0.474
2011,TX-San Ant ,0.472
2011,Middle Tenn ,0.471
2011,NC-Wilmgton ,0.470
2011,Mercer ,0.469
2011,UMKC ,0.469
2011,Drake ,0.469
2011,Albany ,0.469
2011,LA Lafayette ,0.469
2011,Maine ,0.469
2011,Oregon St ,0.468
2011,St Fran (NY) ,0.468
2011,Texas State ,0.467
2011,Charlotte ,0.467
2011,NC A&T ,0.467
2011,Georgia St ,0.466
2011,LSU ,0.466
2011,Lafayette ,0.466
2011,Wm & Mary ,0.465
2011,Morgan St ,0.465
2011,Winthrop ,0.464
2011,SE Louisiana ,0.464
2011,Ste F Austin ,0.463
2011,DePaul ,0.461
2011,Mt St Marys ,0.461
2011,Bradley ,0.460
2011,Coppin State ,0.459
2011,Houston ,0.459
2011,Charl South ,0.458
2011,Tulane ,0.458
2011,TN State ,0.458
2011,Nicholls St ,0.457
2011,N Dakota St ,0.457
2011,NW State ,0.456
2011,Stony Brook ,0.456
2011,Brown ,0.456
2011,Jackson St ,0.455
2011,Pepperdine ,0.455
2011,Miss Val St ,0.455
2011,Utah Val St ,0.455
2011,Bowling Grn ,0.454
2011,Denver ,0.452
2011,LA Tech ,0.450
2011,Cal St Nrdge ,0.449
2011,Fordham ,0.447
2011,Auburn ,0.447
2011,Bryant ,0.445
2011,Wyoming ,0.445
2011,Montana St ,0.444
2011,Illinois St ,0.444
2011,NC Central ,0.443
2011,St Fran (PA) ,0.443
2011,Savannah St ,0.443
2011,E Kentucky ,0.443
2011,High Point ,0.443
2011,Wake Forest ,0.442
2011,Troy ,0.441
2011,Elon ,0.441
2011,Gard-Webb ,0.440
2011,S Utah ,0.439
2011,Loyola Mymt ,0.438
2011,TX-Arlington ,0.436
2011,Hartford ,0.434
2011,N Hampshire ,0.434
2011,Sacred Hrt ,0.434
2011,S Alabama ,0.434
2011,Norfolk St ,0.433
2011,Seattle ,0.432
2011,Army ,0.431
2011,Florida Intl ,0.431
2011,UC Riverside ,0.431
2011,TX A&M-CC ,0.431
2011,Fla Gulf Cst ,0.430
2011,Campbell ,0.429
2011,Holy Cross ,0.428
2011,North Dakota ,0.428
2011,TN Martin ,0.428
2011,Towson ,0.427
2011,Samford ,0.427
2011,Niagara ,0.427
2011,Manhattan ,0.427
2011,UC Irvine ,0.426
2011,IL-Chicago ,0.426
2011,Portland St ,0.426
2011,Monmouth ,0.426
2011,E Washingtn ,0.426
2011,Navy ,0.426
2011,Youngs St ,0.425
2011,Alabama St ,0.425
2011,Citadel ,0.424
2011,Lamar ,0.424
2011,NC-Grnsboro ,0.424
2011,CS Fullerton ,0.422
2011,Binghamton ,0.421
2011,Idaho State ,0.420
2011,UC Davis ,0.420
2011,SE Missouri ,0.418
2011,Stetson ,0.418
2011,Alab A&M ,0.416
2011,Marist ,0.416
2011,Central Mich ,0.415
2011,NJIT ,0.414
2011,Delaware St ,0.412
2011,CS Bakersfld ,0.410
2011,Dartmouth ,0.409
2011,SC Upstate ,0.408
2011,Colgate ,0.407
2011,N Illinois ,0.406
2011,E Illinois ,0.406
2011,San Diego ,0.403
2011,Longwood ,0.400
2011,Kennesaw St ,0.400
2011,Grambling St ,0.398
2011,Maryland BC ,0.398
2011,Maryland ES ,0.394
2011,South Dakota ,0.393
2011,LA Monroe ,0.387
2011,Ark Pine Bl ,0.387
2011,F Dickinson ,0.387
2011,Florida A&M ,0.387
2011,E Michigan ,0.386
2011,SIU Edward ,0.384
2011,Sac State ,0.382
